date,regime,prior_position,chosen_position,value_0,value_25,value_50,value_75,value_100,visits_0,visits_25,visits_50,visits_75,visits_100
2010-12-09,0,1.0,0.75,,,,0.0030654709880920178,0.0016473594126477434,0,0,0,50,50
2010-12-10,0,1.0,0.75,,,,0.009617267832164307,0.006847112089086291,0,0,0,50,50
2010-12-13,0,1.0,1.0,,,,0.005550218273128742,0.012890209327418165,0,0,0,49,51
2010-12-14,0,1.0,0.75,,,,0.011618714658792668,-0.00011098106437531666,0,0,0,51,49
2010-12-15,0,1.0,0.75,,,,0.010785309171123572,-0.01302610967684812,0,0,0,53,47
2010-12-16,0,1.0,1.0,,,,-0.015982963743965965,0.011450121470212194,0,0,0,47,53
2010-12-17,0,1.0,0.75,,,,0.004789346161493296,0.002057379453906651,0,0,0,50,50
2010-12-20,0,1.0,1.0,,,,-0.015307082748913698,0.00918334941723456,0,0,0,47,53
2010-12-21,0,1.0,1.0,,,,0.004286390134733003,0.0067191526151625615,0,0,0,50,50
2010-12-22,0,1.0,0.75,,,,-0.0023705091286471405,-0.017392034382730095,0,0,0,52,48
2010-12-23,0,1.0,0.75,,,,-0.003455885281847248,-0.003737318174263367,0,0,0,50,50
2010-12-27,0,1.0,1.0,,,,-0.0059771005608798,0.008216502935851036,0,0,0,48,52
2010-12-28,0,1.0,0.75,,,,-0.000496399174960006,-0.0036740474780825893,0,0,0,50,50
2010-12-29,0,1.0,0.75,,,,0.0064368881860199035,-0.0050404964595025335,0,0,0,51,49
2010-12-30,1,0.0,0.25,-1.3740147174834952e-05,0.0036918987148704756,,,,50,50,0,0,0
2010-12-31,1,0.0,0.0,0.0009719018968027534,4.667711064916669e-05,,,,50,50,0,0,0
2011-01-03,1,0.0,0.0,0.00038503652973022817,-0.0014238942512147764,,,,50,50,0,0,0
2011-01-04,1,0.0,0.25,-0.001154244899174636,0.0009715926893251781,,,,50,50,0,0,0
2011-01-05,1,0.0,0.25,-0.001447402678107396,0.0027421343549777766,,,,50,50,0,0,0
2011-01-06,1,0.0,0.25,-1.793510128491231e-05,9.72028892391838e-05,,,,50,50,0,0,0
2011-01-07,1,0.0,0.0,8.589436840136201e-06,-0.0018937385773051235,,,,50,50,0,0,0
2011-01-10,1,0.0,0.25,-0.0007713579319856361,-0.00025602241132952996,,,,50,50,0,0,0
2011-01-11,1,0.0,0.25,-0.0003108103852057776,-0.00010561261303814238,,,,50,50,0,0,0
2011-01-12,1,0.0,0.0,0.0006344951090297482,-0.0015004041816843619,,,,50,50,0,0,0
2011-01-13,1,0.0,0.25,0.0002928789238086486,0.000429235339275231,,,,50,50,0,0,0
2011-01-14,1,0.0,0.25,-0.0014024428944847565,-0.00088577867366534,,,,50,50,0,0,0
2011-01-18,1,0.0,0.25,-1.893779969195458e-05,0.0003741561592776769,,,,50,50,0,0,0
2011-01-19,1,0.0,0.25,-0.004300706167250837,0.002283256102215226,,,,49,51,0,0,0
2011-01-20,1,0.0,0.0,0.001637599209257848,-0.0008180215254403108,,,,50,50,0,0,0
2011-01-21,1,0.0,0.0,-0.00016575939014295394,-0.0008290839851298401,,,,50,50,0,0,0
2011-01-24,1,0.0,0.25,0.0009632180859237656,0.0011068819566950776,,,,50,50,0,0,0
2011-01-25,1,0.0,0.25,-0.0023765678592300135,0.0013925428450992676,,,,50,50,0,0,0
2011-01-26,1,0.0,0.25,-0.001099781609329829,0.0009093445963821489,,,,50,50,0,0,0
2011-01-27,1,0.0,0.0,-0.00047920922492557423,-0.0005467778923918211,,,,50,50,0,0,0
2011-01-28,2,0.0,0.25,-0.005406748158171516,-0.0007512921211328088,,,,49,51,0,0,0
2011-01-31,1,0.0,0.25,-0.00091317888873743,0.0009239296642081441,,,,50,50,0,0,0
2011-02-01,1,0.0,0.0,-0.000521207488342506,-0.0014521918546623281,,,,50,50,0,0,0
2011-02-02,1,0.0,0.25,-0.002200639149577293,0.0030806285368300945,,,,49,51,0,0,0
2011-02-03,1,0.0,0.25,7.283018700359665e-05,0.000824309258589423,,,,50,50,0,0,0
2011-02-04,1,0.0,0.25,-0.00016428472602681942,0.00035086167421825734,,,,50,50,0,0,0
2011-02-07,1,0.0,0.0,0.0006038900447109429,-0.0001742401731304818,,,,50,50,0,0,0
2011-02-08,1,0.0,0.25,0.0008991520743282992,0.0025385982582760347,,,,50,50,0,0,0
2011-02-09,1,0.0,0.25,-0.0009987760882052194,0.0018233150875139868,,,,50,50,0,0,0
2011-02-10,1,0.0,0.0,-0.00010225980333630983,-0.0012696537922669232,,,,50,50,0,0,0
2011-02-11,1,0.0,0.0,0.0005717918733103332,-0.0010900184065440366,,,,50,50,0,0,0
2011-02-14,1,0.0,0.0,0.0005736092853866796,-0.0005187280189260686,,,,50,50,0,0,0
2011-02-15,1,0.0,0.25,0.0013498492156972734,0.0018566561983784436,,,,50,50,0,0,0
2011-02-16,1,0.0,0.25,-0.0007963497959876696,0.00013579799328472205,,,,50,50,0,0,0
2011-02-17,1,0.0,0.0,0.0006698312757542786,-0.000868086884218277,,,,50,50,0,0,0
2011-02-18,1,0.0,0.0,0.0006912358827541484,-0.0014591509253429643,,,,50,50,0,0,0
2011-02-22,2,0.0,0.25,0.0014599756858951186,0.0017781848955051604,,,,50,50,0,0,0
2011-02-23,2,0.0,0.25,-0.0016207206299176796,0.0040576678478867105,,,,49,51,0,0,0
2011-02-24,2,0.0,0.0,0.0013010085733523745,0.0004461301535083553,,,,50,50,0,0,0
2011-02-25,2,0.0,0.0,-0.0015252868343120748,-0.002193160356974795,,,,50,50,0,0,0
2011-02-28,1,0.0,0.0,-0.00048089276450615816,-0.0007184279122278538,,,,50,50,0,0,0
2011-03-01,2,0.0,0.25,-0.0006640584799594345,0.003001946726169566,,,,50,50,0,0,0
2011-03-02,1,0.0,0.25,-0.0009558559677244674,0.00045930095557473723,,,,50,50,0,0,0
2011-03-03,1,0.0,0.25,-0.0009310609866624613,0.0004762944975566052,,,,50,50,0,0,0
2011-03-04,1,0.0,0.0,-0.0008171785910228618,-0.001687457861260923,,,,50,50,0,0,0
2011-03-07,2,0.0,0.0,-0.0014054731193952812,-0.008348620745221311,,,,51,49,0,0,0
2011-03-08,2,0.0,0.25,-0.000677448370173161,0.00019415470823436014,,,,50,50,0,0,0
2011-03-09,2,0.0,0.25,-0.0017147597393954287,0.0014626380384513615,,,,50,50,0,0,0
2011-03-10,2,0.0,0.25,-0.002856728582365617,-0.0019689380009714165,,,,50,50,0,0,0
2011-03-11,2,0.0,0.0,-0.0013568700195481234,-0.00544255780788347,,,,50,50,0,0,0
2011-03-14,2,0.0,0.0,-0.0017551684870803768,-0.0031136150443493043,,,,50,50,0,0,0
2011-03-15,2,0.0,0.25,-0.003319610690517787,-0.0016599723570493777,,,,50,50,0,0,0
2011-03-16,2,0.0,0.25,0.00033046283199085876,0.000893154625459607,,,,50,50,0,0,0
2011-03-17,2,0.0,0.0,0.00038909325055904283,2.8269296674084686e-06,,,,50,50,0,0,0
2011-03-18,2,0.0,0.25,-0.002303645291181377,0.005752339859802287,,,,49,51,0,0,0
2011-03-21,2,0.0,0.0,0.0004373422957415766,0.00037145673793037717,,,,50,50,0,0,0
2011-03-22,2,0.0,0.25,-2.9707496942781716e-05,0.0013562413913355948,,,,50,50,0,0,0
2011-03-23,2,0.0,0.25,0.0024795856060256713,0.004247800043228154,,,,50,50,0,0,0
2011-03-24,2,0.0,0.25,-0.0005637808009649883,0.0005678287082170113,,,,50,50,0,0,0
2011-03-25,2,0.0,0.25,-0.0011445931704328217,-0.0006244575102455358,,,,50,50,0,0,0
2011-03-28,2,0.0,0.0,-0.001504428903738578,-0.005350734846274137,,,,50,50,0,0,0
2011-03-29,0,1.0,0.75,,,,0.00615967787521373,-0.005146767827026053,0,0,0,51,49
2011-03-30,0,1.0,1.0,,,,-0.012314453494825016,-0.0043902120033213485,0,0,0,49,51
2011-03-31,1,0.0,0.0,0.000483189385837211,-0.0023349112241887178,,,,50,50,0,0,0
2011-04-01,1,0.0,0.0,0.0007980424693353412,-0.0008686389566987758,,,,50,50,0,0,0
2011-04-04,1,0.0,0.25,-0.0028250441689716852,-0.001464932808685133,,,,50,50,0,0,0
2011-04-05,1,0.0,0.0,-0.001357251148078544,-0.0030891981080885243,,,,50,50,0,0,0
2011-04-06,1,0.0,0.25,0.0002534774507301302,0.0009957215676619968,,,,50,50,0,0,0
2011-04-07,1,0.0,0.25,-0.0013070019388062746,-0.00029452217372297743,,,,50,50,0,0,0
2011-04-08,1,0.0,0.25,0.0012593398183404006,0.0013018145224416317,,,,50,50,0,0,0
2011-04-11,1,0.0,0.25,-9.866879732341466e-05,0.001887099605573554,,,,50,50,0,0,0
2011-04-12,1,0.0,0.25,-0.002781236579243953,-0.0012272513172596217,,,,50,50,0,0,0
2011-04-13,1,0.0,0.0,-0.0004456677570937215,-0.006782254220951822,,,,51,49,0,0,0
2011-04-14,1,0.0,0.0,0.0003416682270482263,0.00018690957668747555,,,,50,50,0,0,0
2011-04-15,1,0.0,0.25,-0.0019276978282038982,-1.8607612458619254e-05,,,,50,50,0,0,0
2011-04-18,1,0.0,0.0,-0.001559841267920768,-0.0024409716094835093,,,,50,50,0,0,0
2011-04-19,1,0.0,0.0,0.0017519786486484632,-0.0003202715581831653,,,,50,50,0,0,0
2011-04-20,1,0.0,0.25,-0.0006945102240293529,0.00041659364794830443,,,,50,50,0,0,0
2011-04-21,1,0.0,0.0,-0.00032575770141926157,-0.0026821271520613703,,,,50,50,0,0,0
2011-04-25,1,0.0,0.25,-0.0001815237079039992,0.0013979975946197692,,,,50,50,0,0,0
2011-04-26,1,0.0,0.25,-0.001506851009131102,0.0003385962633635944,,,,50,50,0,0,0
2011-04-27,1,0.0,0.0,0.000434485878044151,-0.006769307073757761,,,,51,49,0,0,0
2011-04-28,1,0.0,0.25,0.0005209196926037537,0.0014385506940499118,,,,50,50,0,0,0
2011-04-29,1,0.0,0.0,-0.0007859979745829892,-0.0011791038389953514,,,,50,50,0,0,0
2011-05-02,1,0.0,0.25,-0.0016683508369694194,0.00040092736059918797,,,,50,50,0,0,0
2011-05-03,1,0.0,0.25,2.8615501410250023e-05,0.002965746098719333,,,,50,50,0,0,0
2011-05-04,1,0.0,0.0,8.0889254464416e-06,-0.00031590539124536044,,,,50,50,0,0,0
2011-05-05,2,0.0,0.25,0.002178843280296071,0.005215627387149508,,,,50,50,0,0,0
2011-05-06,2,0.0,0.25,0.00036281534668409756,0.004378239059869132,,,,50,50,0,0,0
2011-05-09,1,0.0,0.0,0.0016806781475651935,-0.003472623453472146,,,,51,49,0,0,0
2011-05-10,1,0.0,0.25,-0.002248582680616778,0.00034358985459346456,,,,50,50,0,0,0
2011-05-11,1,0.0,0.25,-0.000760675905405859,-0.0006258933376114301,,,,50,50,0,0,0
2011-05-12,1,0.0,0.25,-0.001422308518902788,0.0012754137588670861,,,,50,50,0,0,0
2011-05-13,1,0.0,0.0,0.00043989696874948325,-0.0021482702396933926,,,,50,50,0,0,0
2011-05-16,2,0.0,0.25,0.00019417549696386754,0.0024916546086140986,,,,50,50,0,0,0
2011-05-17,2,0.0,0.0,-0.0010781148503625282,-0.004628994493273643,,,,50,50,0,0,0
2011-05-18,1,0.0,0.0,-0.001585312415260375,-0.0018480524508378104,,,,50,50,0,0,0
2011-05-19,1,0.0,0.25,0.00037502097953905517,0.0011821173609379582,,,,50,50,0,0,0
2011-05-20,2,0.0,0.0,0.001153666879626284,0.0009157617528145333,,,,50,50,0,0,0
2011-05-23,2,0.0,0.25,-0.000582683798730928,0.0012617699492952835,,,,50,50,0,0,0
2011-05-24,2,0.0,0.25,-0.0028010004359368835,0.0011233426045626777,,,,50,50,0,0,0
2011-05-25,2,0.0,0.25,-7.886752261169544e-05,0.002371281307368981,,,,50,50,0,0,0
2011-05-26,2,0.0,0.0,0.0005311284790603767,0.0003455428788638852,,,,50,50,0,0,0
2011-05-27,2,0.0,0.25,-0.0012780287143975802,0.0006434782413775519,,,,50,50,0,0,0
2011-05-31,2,0.0,0.25,-1.9513825951147033e-05,0.0021249618117512733,,,,50,50,0,0,0
2011-06-01,2,0.0,0.0,-0.0023561872373990935,-0.008212744924497107,,,,51,49,0,0,0
2011-06-02,2,0.0,0.25,-0.0014158770044594687,0.0023018724117709623,,,,50,50,0,0,0
2011-06-03,2,0.0,0.0,-0.00018026936057788276,-0.0009970949520603613,,,,50,50,0,0,0
2011-06-06,2,0.0,0.25,-0.0018830480468864175,0.0007232908325351856,,,,50,50,0,0,0
2011-06-07,2,0.0,0.25,-0.002067909261325343,0.0006699861706851826,,,,50,50,0,0,0
2011-06-08,2,0.0,0.0,-0.00047684524481602313,-0.0045312863302309275,,,,50,50,0,0,0
2011-06-09,2,0.0,0.25,-0.002266795342168387,-0.0010787343183921488,,,,50,50,0,0,0
2011-06-10,2,0.0,0.0,-0.0015983287666402378,-0.00779404329302943,,,,51,49,0,0,0
2011-06-13,2,0.0,0.25,0.0017364680249527618,0.0031916546207095085,,,,50,50,0,0,0
2011-06-14,2,0.0,0.0,-0.0003210748003769826,-0.008304577362151408,,,,51,49,0,0,0
2011-06-15,2,0.0,0.25,0.0011424496833547996,0.001983148625375271,,,,50,50,0,0,0
2011-06-16,2,0.0,0.0,5.6047193135845066e-05,-0.004761696631784204,,,,51,49,0,0,0
2011-06-17,2,0.0,0.25,-0.0035511770806535207,7.263655804187875e-05,,,,50,50,0,0,0
2011-06-20,2,0.0,0.0,0.0006256905716883463,0.00017802833483156238,,,,50,50,0,0,0
2011-06-21,2,0.0,0.0,-0.0018316665336107838,-0.005376751038520258,,,,50,50,0,0,0
2011-06-22,2,0.0,0.0,-4.2282031468567816e-05,-0.0010531933151176314,,,,50,50,0,0,0
2011-06-23,2,0.0,0.0,-0.002862457462199105,-0.008924097316175456,,,,51,49,0,0,0
2011-06-24,2,0.0,0.25,0.0012614674868919287,0.0038752858435474515,,,,50,50,0,0,0
2011-06-27,2,0.0,0.25,-0.0009884534953644945,-4.026237839874924e-05,,,,50,50,0,0,0
2011-06-28,2,0.0,0.0,0.0030904281464487634,0.00045750796485521293,,,,50,50,0,0,0
2011-06-29,2,0.0,0.0,0.0009456878258346062,-0.00023605514403139024,,,,50,50,0,0,0
2011-06-30,2,0.0,0.0,-0.001760584771452952,-0.006218950376721211,,,,51,49,0,0,0
2011-07-01,0,1.0,1.0,,,,0.0026471030594059993,0.020217323036646136,0,0,0,48,52
2011-07-05,0,1.0,1.0,,,,0.0037699095904444196,0.0068682685247995826,0,0,0,50,50
2011-07-06,0,1.0,0.75,,,,0.011932488943756585,0.0019207381249748137,0,0,0,51,49
2011-07-07,0,1.0,0.75,,,,0.003376190839279732,-0.021291953836125574,0,0,0,53,47
2011-07-08,0,1.0,0.75,,,,0.009850830505760575,-0.0007608867201090331,0,0,0,51,49
2011-07-11,2,0.0,0.25,-0.0002296803237991951,-6.116427647602304e-05,,,,50,50,0,0,0
2011-07-12,2,0.0,0.25,0.0011155119404737302,0.0020403812702621893,,,,50,50,0,0,0
2011-07-13,2,0.0,0.0,0.0011977968369537599,0.0005592182311007258,,,,50,50,0,0,0
2011-07-14,2,0.0,0.25,-0.002140416042942323,0.00024516278342043404,,,,50,50,0,0,0
2011-07-15,2,0.0,0.0,-0.0006321294587061648,-0.0070742274534986655,,,,51,49,0,0,0
2011-07-18,2,0.0,0.25,2.0687825294152154e-05,6.233743219436624e-05,,,,50,50,0,0,0
2011-07-19,0,1.0,0.75,,,,0.006827696121603915,-0.0010048491577945647,0,0,0,51,49
2011-07-20,0,1.0,1.0,,,,0.006195055216595218,0.008324228188846827,0,0,0,50,50
2011-07-21,0,1.0,0.75,,,,0.014609144547394311,-0.006891676523100206,0,0,0,52,48
2011-07-22,0,1.0,0.75,,,,0.01366365803280549,0.004781869868226477,0,0,0,51,49
2011-07-25,0,1.0,1.0,,,,-0.01937415547402073,0.018246039828125386,0,0,0,46,54
2011-07-26,0,1.0,1.0,,,,0.002999617440810899,0.02886011589963156,0,0,0,47,53
2011-07-27,2,0.0,0.0,-0.0017221718480137252,-0.001870519749055561,,,,50,50,0,0,0
2011-07-28,2,0.0,0.25,0.0009473480654604408,0.0028740584499270844,,,,50,50,0,0,0
2011-07-29,2,0.0,0.0,0.0004647313364237839,-0.0009508367417988549,,,,50,50,0,0,0
2011-08-01,2,0.0,0.25,-0.0007021186424949811,0.004884068537062104,,,,49,51,0,0,0
2011-08-02,3,1.0,0.75,,,,0.021572093859997112,0.0016340544675699285,0,0,0,52,48
2011-08-03,3,1.0,1.0,,,,0.002930175906092795,0.017378025471703397,0,0,0,48,52
2011-08-04,3,1.0,0.75,,,,0.01650108493357777,-0.021705874205469555,0,0,0,54,46
2011-08-05,3,1.0,1.0,,,,0.028735675011600216,0.03201892293922848,0,0,0,50,50
2011-08-08,3,1.0,1.0,,,,-0.00033929506121710564,0.02461803946518081,0,0,0,47,53
2011-08-09,3,1.0,0.75,,,,0.03706704322954579,0.025875921597433127,0,0,0,51,49
2011-08-10,3,1.0,1.0,,,,0.0003383937592867618,0.04524976793001227,0,0,0,45,55
2011-08-11,3,1.0,1.0,,,,-0.013857675977623324,0.030314149959813505,0,0,0,45,55
2011-08-12,3,1.0,1.0,,,,-0.02387786122983261,0.008027242725952847,0,0,0,46,54
2011-08-15,3,1.0,0.75,,,,0.03155065236471522,0.00839046459840948,0,0,0,53,47
2011-08-16,3,1.0,0.75,,,,0.0014402962426387045,-0.008467157186856757,0,0,0,51,49
2011-08-17,3,1.0,1.0,,,,-0.002498476664164177,0.010504273824623465,0,0,0,48,52
2011-08-18,3,1.0,1.0,,,,0.036414857031903614,0.06213504433410196,0,0,0,47,53
2011-08-19,3,1.0,0.75,,,,0.023012836200605204,0.020120612993213268,0,0,0,50,50
2011-08-22,3,1.0,0.75,,,,0.010547097047819632,-0.057964838814574954,0,0,0,58,42
2011-08-23,3,1.0,1.0,,,,-0.026854621839593064,0.041933069666112884,0,0,0,42,58
2011-08-24,3,1.0,0.75,,,,-0.004821408398610981,-0.02898334491611916,0,0,0,53,47
2011-08-25,3,1.0,1.0,,,,0.016979957990589645,0.038287044784929176,0,0,0,48,52
2011-08-26,3,1.0,1.0,,,,0.012397975041977748,0.020855071392496156,0,0,0,49,51
2011-08-29,3,1.0,1.0,,,,0.011687097308049297,0.015319274910702532,0,0,0,50,50
2011-08-30,3,1.0,1.0,,,,-0.04579233819779105,-0.020477169161819714,0,0,0,47,53
2011-08-31,3,1.0,1.0,,,,0.010775619784327778,0.03577280167883428,0,0,0,47,53
2011-09-01,3,1.0,1.0,,,,0.0120038088786733,0.03224016268329722,0,0,0,48,52
2011-09-02,3,1.0,1.0,,,,-0.04724880696898598,-0.02295876391835053,0,0,0,47,53
2011-09-06,3,1.0,0.75,,,,-0.03362566485106008,-0.050173547240945415,0,0,0,52,48
2011-09-07,3,1.0,1.0,,,,0.001245407164510373,0.006445859343825201,0,0,0,49,51
2011-09-08,3,1.0,1.0,,,,-0.003358446345588849,0.026388803372781974,0,0,0,47,53
2011-09-09,3,1.0,1.0,,,,0.01095147669940959,0.0347589821496353,0,0,0,47,53
2011-09-12,3,1.0,1.0,,,,0.012905800046439646,0.013705954631938331,0,0,0,50,50
2011-09-13,3,1.0,0.75,,,,0.018562697184991005,0.0030723339506628466,0,0,0,52,48
2011-09-14,3,1.0,0.75,,,,0.0233903694127882,-0.009194877867283485,0,0,0,54,46
2011-09-15,3,1.0,1.0,,,,-0.0165246857910277,0.050671997156910814,0,0,0,42,58
2011-09-16,3,1.0,0.75,,,,0.007842671689589352,-0.018696462111794286,0,0,0,53,47
2011-09-19,3,1.0,0.75,,,,0.020835420878690433,0.012051159980249698,0,0,0,51,49
2011-09-20,3,1.0,0.75,,,,0.012072503573514873,-0.04100403166781479,0,0,0,56,44
2011-09-21,3,1.0,0.75,,,,0.03058004188779629,0.00837702659157476,0,0,0,52,48
2011-09-22,3,1.0,1.0,,,,-0.010301441244651675,0.047394915573445176,0,0,0,44,56
2011-09-23,3,1.0,1.0,,,,-0.013603130757411463,-0.01212463748338036,0,0,0,50,50
2011-09-26,3,1.0,1.0,,,,-0.01919495521829432,0.001494169921814347,0,0,0,48,52
2011-09-27,3,1.0,1.0,,,,-0.005237162553565553,0.07468245302006195,0,0,0,41,59
2011-09-28,3,1.0,1.0,,,,-0.04870291341023584,0.030831212639169738,0,0,0,41,59
2011-09-29,3,1.0,1.0,,,,-0.01867224198245384,0.014667026367738565,0,0,0,46,54
2011-09-30,3,1.0,1.0,,,,-0.01030161808881376,-0.005039109267108039,0,0,0,49,51
2011-10-03,3,1.0,1.0,,,,0.01701727613666754,0.03487195489356316,0,0,0,48,52
2011-10-04,3,1.0,1.0,,,,-0.041190523132121695,0.01017035043115636,0,0,0,44,56
2011-10-05,3,1.0,1.0,,,,-0.025316024275668834,0.01228397644345206,0,0,0,46,54
2011-10-06,3,1.0,0.75,,,,-0.018889790233101594,-0.038959806043204516,0,0,0,52,48
2011-10-07,3,1.0,0.75,,,,0.029174524923289695,0.0011556047127648493,0,0,0,53,47
2011-10-10,3,1.0,1.0,,,,-0.02647032288855791,0.005253690296157641,0,0,0,46,54
2011-10-11,3,1.0,0.75,,,,-0.016704186033324308,-0.03037847827378609,0,0,0,51,49
2011-10-12,3,1.0,1.0,,,,0.00244537959907441,0.007159809388799364,0,0,0,49,51
2011-10-13,3,1.0,0.75,,,,0.0065562061981312425,0.004159507279013037,0,0,0,50,50
2011-10-14,3,1.0,0.75,,,,0.004746522400076515,-0.004811851133875114,0,0,0,51,49
2011-10-17,3,1.0,1.0,,,,-0.033835448952379533,0.0011487266350558244,0,0,0,46,54
2011-10-18,3,1.0,0.75,,,,0.028126980975632432,-0.029676230970072746,0,0,0,56,44
2011-10-19,3,1.0,1.0,,,,-0.0558099294229403,0.001820181750500297,0,0,0,43,57
2011-10-20,3,1.0,1.0,,,,0.015549420595536474,0.019235807207413837,0,0,0,50,50
2011-10-21,3,1.0,1.0,,,,-0.0494267146694538,-0.006510270785956274,0,0,0,45,55
2011-10-24,3,1.0,1.0,,,,-0.03674680305313199,0.004913792441775261,0,0,0,45,55
2011-10-25,3,1.0,0.75,,,,0.0005445673830994911,-0.024116824138479393,0,0,0,53,47
2011-10-26,3,1.0,1.0,,,,0.008383922664618685,0.038834804810735646,0,0,0,46,54
2011-10-27,3,1.0,1.0,,,,0.016261715215426634,0.025610392546033724,0,0,0,49,51
2011-10-28,3,1.0,1.0,,,,-0.024194974538218828,0.007180087450228071,0,0,0,46,54
2011-10-31,3,1.0,1.0,,,,-0.017124380119807152,0.013496723407507624,0,0,0,46,54
2011-11-01,3,1.0,1.0,,,,-0.015038693816229062,-0.00877450972321788,0,0,0,49,51
2011-11-02,3,1.0,0.75,,,,0.004514697633069612,-0.015209361929807812,0,0,0,52,48
2011-11-03,3,1.0,1.0,,,,-0.04924489145810191,0.058576526441258873,0,0,0,38,62
2011-11-04,3,1.0,0.75,,,,-0.01439550293203236,-0.01478072335578191,0,0,0,50,50
2011-11-07,3,1.0,0.75,,,,0.002394661552009138,-0.07094948056580734,0,0,0,58,42
2011-11-08,3,1.0,1.0,,,,-0.013634235884115714,0.0070538537309943646,0,0,0,48,52
2011-11-09,3,1.0,0.75,,,,0.0065132192508058455,0.005392396400030055,0,0,0,50,50
2011-11-10,3,1.0,0.75,,,,0.03878195536516348,-0.03185203633859185,0,0,0,58,42
2011-11-11,3,1.0,1.0,,,,0.008735380003544384,0.01171833116146561,0,0,0,50,50
2011-11-14,3,1.0,0.75,,,,-0.019578559163766943,-0.024842523274776714,0,0,0,51,49
2011-11-15,3,1.0,1.0,,,,0.008080966145235347,0.027670156269372696,0,0,0,48,52
2011-11-16,3,1.0,0.75,,,,0.008103625819968745,0.0063591022422063315,0,0,0,50,50
2011-11-17,3,1.0,0.75,,,,0.02769455558151319,-0.019630836400994087,0,0,0,55,45
2011-11-18,3,1.0,1.0,,,,0.009277670754497296,0.020289938390573505,0,0,0,49,51
2011-11-21,3,1.0,1.0,,,,-0.042564849507612516,-0.03556626085193902,0,0,0,49,51
