date,regime,prior_position,previous_position,chosen_position,value_0,value_25,value_50,value_75,value_100,visits_0,visits_25,visits_50,visits_75,visits_100
2011-02-25,2,0.0,0.25,0.25,0.0005344264990008735,0.0018084919085434468,-0.0034845811537719653,,,33,34,33,0,0
2011-02-28,1,0.0,0.25,0.5,-0.0025431388907133454,-0.00732570325520161,-0.0017530358904737065,,,33,33,34,0,0
2011-03-01,2,0.0,0.5,0.5,-0.004836827127047106,-0.0033885355070984694,0.004316276809421042,,,33,33,34,0,0
2011-03-02,1,0.0,0.5,0.5,-0.002379894489131606,-0.0007385264201063017,0.0024661475563842066,,,33,33,34,0,0
2011-03-03,1,0.0,0.5,0.5,-0.003961064220331017,-0.0013572851590910992,-0.0008738670825044148,,,33,33,34,0,0
2011-03-04,1,0.0,0.5,0.0,-0.0020519889997899794,-0.0032813083069990544,-0.011886658993883817,,,34,34,32,0,0
2011-03-07,2,0.0,0.0,0.5,-0.001150644553847457,-0.0027330964027057667,0.005323141082242133,,,33,33,34,0,0
2011-03-08,2,0.0,0.5,0.25,-0.005317609097309489,-0.0012175047882363483,-0.005118166918421791,,,33,34,33,0,0
2011-03-09,2,0.0,0.25,0.25,-2.416417999127972e-05,-0.0016021992384993072,-0.010534113823866473,,,34,34,32,0,0
2011-03-10,2,0.0,0.25,0.0,-0.0018950351313224802,-0.00796124754484496,-0.008056932702894917,,,34,33,33,0,0
2011-03-11,2,0.0,0.0,0.0,-0.0005513824176687686,-0.004541336083461009,-0.012634280136173558,,,34,33,33,0,0
2011-03-14,2,0.0,0.0,0.5,-0.0001673129605328323,0.0022219305839379713,0.0054041000558147185,,,33,33,34,0,0
2011-03-15,2,0.0,0.5,0.5,-0.006275396212918931,0.0004683242156165691,-0.00012010393816254542,,,33,34,33,0,0
2011-03-16,2,0.0,0.5,0.5,-0.0010046827502195662,-0.014086306960596885,0.0032204299425123615,,,34,32,34,0,0
2011-03-17,2,0.0,0.5,0.0,0.001160502782290272,-0.0035798546464063698,-0.016572323875172833,,,34,34,32,0,0
2011-03-18,2,0.0,0.0,0.5,-0.0014930566771591965,-0.0036697383102760046,0.0013298997229518634,,,33,33,34,0,0
2011-03-21,2,0.0,0.5,0.5,0.00012016921904270083,-0.013404366711455996,0.0005138990063320921,,,34,32,34,0,0
2011-03-22,2,0.0,0.5,0.5,-0.015363060058484219,-0.0021824132871704526,0.006834635467142135,,,32,33,35,0,0
2011-03-23,2,0.0,0.5,0.5,0.0023757635387904553,0.0009013231376242698,0.004256776277493924,,,33,33,34,0,0
2011-03-24,2,0.0,0.5,0.25,-0.0016091709982531625,0.003362725335143076,-0.029870060974149286,,,34,35,31,0,0
2011-03-25,2,0.0,0.25,0.25,-0.0051082278248784484,-0.005765140563876285,-0.016594028253986624,,,34,34,32,0,0
2011-03-28,2,0.0,0.25,0.5,-0.0025692855502315345,-0.0011300517050353005,0.00958405884296369,,,33,33,34,0,0
2011-03-29,0,1.0,0.5,0.5,,,-0.000964528743048658,-0.017903155070496897,-0.0004215943484923204,0,0,34,32,34
2011-03-30,0,1.0,0.5,0.75,,,0.0055593095177014565,0.01404071747364378,0.013683367988800989,0,0,33,34,33
2011-03-31,1,0.0,0.75,0.75,0.0009554675127632264,-0.009581698366258438,-0.0070490618008144535,0.003490942051292938,,25,24,25,26,0
2011-04-01,1,0.0,0.75,0.75,-0.002416034178252006,-0.006370637808598343,0.006252063824867196,0.00991561322024987,,25,24,25,26,0
2011-04-04,1,0.0,0.75,0.5,-0.003456478279649663,-0.0073169631343469495,0.0031959394221360306,-0.00016871013710679532,,25,25,25,25,0
2011-04-05,1,0.0,0.5,0.5,-0.0010641157565669456,-0.004154885582030822,-0.00025017050393198465,,,33,33,34,0,0
2011-04-06,1,0.0,0.5,0.0,0.0007312826043853353,-0.001695527640546806,-0.01015383696758297,,,34,34,32,0,0
2011-04-07,1,0.0,0.0,0.5,-0.004498168895708221,-0.004049967425151722,0.0009518323996004961,,,33,33,34,0,0
2011-04-08,1,0.0,0.5,0.25,-0.0032564463083957977,0.0015994069038401172,-0.0018840196432368063,,,33,34,33,0,0
2011-04-11,1,0.0,0.25,0.25,-0.0009718358456238648,-0.0012475505256543374,-0.0036833617827282616,,,33,34,33,0,0
2011-04-12,1,0.0,0.25,0.0,7.335053768889344e-05,-0.002689854352020977,-0.00587635044715079,,,34,33,33,0,0
2011-04-13,1,0.0,0.0,0.0,-0.00015790495016433865,-0.002105137696721859,0.0007567533179193289,,,33,33,34,0,0
2011-04-14,1,0.0,0.0,0.0,-0.0026962413133517953,-0.008032296858984206,-0.0009438952942297171,,,33,33,34,0,0
2011-04-15,1,0.0,0.0,0.5,-0.0037565967065468693,-0.0031745386900580218,0.0002852905729252504,,,33,33,34,0,0
2011-04-18,1,0.0,0.5,0.5,-0.0029220780700221077,-0.00018867875649293496,-0.0015195344477726847,,,33,34,33,0,0
2011-04-19,1,0.0,0.5,0.0,-0.0012837148746609284,-0.003625331000863402,-0.020918813012176175,,,34,34,32,0,0
2011-04-20,1,0.0,0.0,0.0,6.47140223923723e-05,-0.0033079389062262406,0.00045448673882870567,,,33,33,34,0,0
2011-04-21,1,0.0,0.0,0.0,-0.0004438785438983887,-0.0017063418144270587,-0.0018095055185287127,,,34,33,33,0,0
2011-04-25,1,0.0,0.0,0.25,-0.0029868238197963653,0.0001222339053118805,-0.004789652861862279,,,33,34,33,0,0
2011-04-26,1,0.0,0.25,0.5,0.000813595012486907,-0.00248965536609353,0.0016518990212443154,,,33,33,34,0,0
2011-04-27,1,0.0,0.5,0.0,0.00027578298533562697,-0.003094195600845207,-0.006786880107582656,,,34,33,33,0,0
2011-04-28,1,0.0,0.0,0.0,0.0006349899315135325,-0.005043029051462279,-0.0010741787251146709,,,34,33,33,0,0
2011-04-29,1,0.0,0.0,0.25,-0.002079866664006651,0.0017683963184043888,-0.0003021773860588082,,,33,34,33,0,0
2011-05-02,1,0.0,0.25,0.0,-0.003075215353078791,-0.007559510968491946,-0.003970440923970362,,,34,33,33,0,0
2011-05-03,1,0.0,0.0,0.25,-0.002291591049176711,0.0014627651237319225,-0.0031158279252917003,,,33,34,33,0,0
2011-05-04,1,0.0,0.25,0.5,0.0011499530908610739,-0.0016891025384317819,0.0012743398840797697,,,33,33,34,0,0
2011-05-05,2,0.0,0.5,0.0,-0.0015804411815572227,-0.0032303566834710903,-0.02852556460213265,,,35,34,31,0,0
2011-05-06,2,0.0,0.0,0.0,-1.1530548690469304e-05,-0.0037453235325944725,-0.0029594035943972833,,,34,33,33,0,0
2011-05-09,1,0.0,0.0,0.0,-0.0010603150631010843,-0.001573271421308068,-0.012447902060531878,,,34,34,32,0,0
2011-05-10,1,0.0,0.0,0.0,-0.0022061386594569676,-0.0005907281751433622,-0.007523844151985815,,,33,34,33,0,0
2011-05-11,1,0.0,0.0,0.0,0.0032991676577147156,-0.00013035962185237204,-0.009482532910169204,,,34,34,32,0,0
2011-05-12,1,0.0,0.0,0.0,0.000167997871498267,-0.0033180213854356686,-0.0030768548275942743,,,34,33,33,0,0
2011-05-13,1,0.0,0.0,0.25,-0.0028155845896432204,-0.00032648884443133074,-0.004454623169018482,,,33,34,33,0,0
2011-05-16,2,0.0,0.25,0.25,-0.0054525791604871044,0.0007836350529078278,0.002230828903397815,,,33,33,34,0,0
2011-05-17,2,0.0,0.25,0.25,-0.0023711980838615585,0.0025081480581484634,-0.014848165981454055,,,34,34,32,0,0
2011-05-18,1,0.0,0.25,0.25,-0.00278459196076324,-0.0011914762699281375,-0.011920558389630524,,,34,34,32,0,0
2011-05-19,1,0.0,0.25,0.5,-0.0049560380965940265,-0.0073697404381602855,-0.0006248560044327753,,,33,33,34,0,0
2011-05-20,2,0.0,0.5,0.5,-0.001395968261022505,-3.0435554126433296e-06,0.003497427811241126,,,33,33,34,0,0
2011-05-23,2,0.0,0.5,0.25,-0.0065354663325561885,-0.005470240043518639,-0.009585760011288321,,,33,34,33,0,0
2011-05-24,2,0.0,0.25,0.0,0.0034975646030091295,-0.002468564027717631,0.0022785492471736456,,,34,33,33,0,0
2011-05-25,2,0.0,0.0,0.25,-0.0029292680406534165,0.0011720870978746386,-0.00018163183495590994,,,33,34,33,0,0
2011-05-26,2,0.0,0.25,0.0,0.002085322774277213,-0.012437850714662167,-0.006991886422645912,,,34,33,33,0,0
2011-05-27,2,0.0,0.0,0.0,-0.0008136608245848324,-0.017658547897689697,-0.00045393739792680074,,,34,32,34,0,0
2011-05-31,2,0.0,0.0,0.0,0.0025355920327636006,-0.004385227765002056,0.0002729838982477183,,,34,33,33,0,0
2011-06-01,2,0.0,0.0,0.5,-0.0036691720316617852,-0.003084758063345604,0.003359037501816063,,,33,33,34,0,0
2011-06-02,2,0.0,0.5,0.5,-0.003866379805538599,-0.007768917797618885,-0.0039144854565272905,,,34,33,33,0,0
2011-06-03,2,0.0,0.5,0.5,-0.0017414712871995058,-0.006200255065353741,0.006954511946420328,,,33,33,34,0,0
2011-06-06,2,0.0,0.5,0.5,-0.00430563040338259,-0.0048369110801917215,0.011986665896256457,,,33,32,35,0,0
2011-06-07,2,0.0,0.5,0.25,-0.014517511236716373,-0.002537500676603559,-0.004641296462692681,,,32,34,34,0,0
2011-06-08,2,0.0,0.25,0.5,0.0007997190944228137,-0.015456552911135546,0.0037413061024371853,,,34,32,34,0,0
2011-06-09,2,0.0,0.5,0.5,-0.002715988889562319,-0.00337441568042383,0.002422355245442941,,,33,33,34,0,0
2011-06-10,2,0.0,0.5,0.25,-0.003930875488469918,-0.002146538612888693,-0.004274943260540559,,,33,34,33,0,0
2011-06-13,2,0.0,0.25,0.25,-0.000927557443871402,0.001823329024464499,-0.0013906792193512268,,,33,34,33,0,0
2011-06-14,2,0.0,0.25,0.5,-0.0028127147694116633,0.0007737850702426271,0.0052291853422667435,,,33,33,34,0,0
2011-06-15,2,0.0,0.5,0.5,-0.0029177822360166466,0.0015033364459015371,0.0004698768782615766,,,33,34,33,0,0
2011-06-16,2,0.0,0.5,0.5,-0.0019983884134548552,0.0005313595607802119,-0.0007507012169134249,,,33,34,33,0,0
2011-06-17,2,0.0,0.5,0.0,-0.0009359952320641629,-0.007852249617944826,-0.0030400732981447007,,,34,33,33,0,0
2011-06-20,2,0.0,0.0,0.5,-0.007492485353142838,-0.0015523221159688349,-0.0008507367828044598,,,33,33,34,0,0
2011-06-21,2,0.0,0.5,0.0,-0.0005148560452425299,-0.007103912508331309,-0.004340824341922392,,,34,33,33,0,0
2011-06-22,2,0.0,0.0,0.0,0.004368152990189858,5.3420067651078926e-05,-0.011422072828026882,,,34,34,32,0,0
2011-06-23,2,0.0,0.0,0.25,-0.005653930069125585,-0.0020778805249635963,-0.007554820305034918,,,33,34,33,0,0
2011-06-24,2,0.0,0.25,0.25,0.0006559772658840476,0.00037888785736856845,-0.006570118528513745,,,34,33,33,0,0
2011-06-27,2,0.0,0.25,0.25,0.0038349831122500124,0.0019914628709518083,-0.017890815125041048,,,34,34,32,0,0
2011-06-28,2,0.0,0.25,0.25,-0.010893099331493584,-0.00035119795757865524,-0.009777071381362287,,,33,34,33,0,0
2011-06-29,2,0.0,0.25,0.0,-0.0004934369570715086,-0.013728250783587713,-0.004665738574003405,,,34,32,34,0,0
2011-06-30,2,0.0,0.0,0.5,-0.004540019136420756,-0.0066858277536404115,0.007003250717519694,,,33,33,34,0,0
2011-07-01,0,1.0,0.5,1.0,,,-0.009023981532497624,0.011399303684553701,0.013335884494372287,0,0,32,34,34
2011-07-05,0,1.0,1.0,0.75,,,-0.008824075442479495,0.001547020259482397,-0.002804798978494919,0,0,33,34,33
2011-07-06,0,1.0,0.75,1.0,,,-0.0010332637957726693,-0.01174305615571666,0.013822136393791642,0,0,33,32,35
2011-07-07,0,1.0,1.0,1.0,,,-0.0002715172168703444,-0.009020569283141319,0.008162292870331054,0,0,33,32,35
2011-07-08,0,1.0,1.0,0.5,,,0.01533828603665821,-0.019687641802778398,0.013293806408055732,0,0,35,31,34
2011-07-11,2,0.0,0.5,0.5,-0.0078986895589798,-0.008941748121533087,0.00045535102826911263,,,33,33,34,0,0
2011-07-12,2,0.0,0.5,0.5,-0.004081546757173283,-0.0048637752641700945,0.0037041285888898333,,,33,33,34,0,0
2011-07-13,2,0.0,0.5,0.0,0.0036233468333557355,-0.003174127324126652,0.0012020624058378922,,,34,33,33,0,0
2011-07-14,2,0.0,0.0,0.0,0.0033010340576159493,-0.005563026098895264,-0.008737478210390712,,,34,33,33,0,0
2011-07-15,2,0.0,0.0,0.5,-0.009565221305221772,-0.006440286870478196,-0.00464699980847552,,,33,33,34,0,0
2011-07-18,2,0.0,0.5,0.5,-0.001981398936482221,-0.00260375592262026,0.007855202982127113,,,33,33,34,0,0
2011-07-19,0,1.0,0.5,1.0,,,-0.010638773056051714,-0.00815127203915548,-0.0015302759856021663,0,0,33,33,34
2011-07-20,0,1.0,1.0,0.75,,,0.004969264767343628,0.007451152282415282,-3.359625172469181e-05,0,0,33,34,33
2011-07-21,0,1.0,0.75,0.75,,,-0.0033448852313406824,0.006781364581746206,0.007491976941802233,0,0,32,34,34
2011-07-22,0,1.0,0.75,0.75,,,-0.009778392034090228,0.003827044992362282,-0.009650012105150221,0,0,33,34,33
2011-07-25,0,1.0,0.75,0.75,,,0.0012122365899185962,0.01065239853284204,0.00565124235627918,0,0,33,34,33
2011-07-26,0,1.0,0.75,0.75,,,0.003959843922048079,0.002277928729548336,-0.007747808182075728,0,0,34,34,32
2011-07-27,2,0.0,0.75,0.5,0.003584868641763048,-0.0036755748710945012,0.010252617495818286,-0.0015090834375630802,,25,24,26,25,0
2011-07-28,2,0.0,0.5,0.0,0.000770969286836567,-0.008986959756562052,-0.0059364217910725815,,,34,33,33,0,0
2011-07-29,2,0.0,0.0,0.25,-0.005129738306197409,0.0014377475847171502,-0.0035498167408470078,,,33,34,33,0,0
2011-08-01,2,0.0,0.25,0.5,-0.004835337961932176,-0.007737361144353595,0.004435718825129036,,,33,33,34,0,0
2011-08-02,3,1.0,0.5,0.75,,,-0.001939969455857359,0.03677233499347329,0.004230989650896752,0,0,31,37,32
2011-08-03,3,1.0,0.75,1.0,,,-0.02332409256939529,-0.006773166449669626,0.014723975309243952,0,0,31,33,36
2011-08-04,3,1.0,1.0,1.0,,,-0.02205835445634747,0.005405562175081445,0.019890096661941758,0,0,31,34,35
2011-08-05,3,1.0,1.0,0.5,,,0.010906194749174985,-0.07813857122967491,-0.008825675703591888,0,0,38,27,35
2011-08-08,3,1.0,0.5,0.5,,,-0.012503626166870927,-0.05524811023019256,-0.015600683048849888,0,0,35,30,35
2011-08-09,3,1.0,0.5,0.5,,,0.004382882018381705,-0.012309154686062846,-0.022855719049448105,0,0,35,33,32
2011-08-10,3,1.0,0.5,0.75,,,-0.04141730967714166,-0.0258707547683453,-0.07281639049502946,0,0,34,36,30
2011-08-11,3,1.0,0.75,1.0,,,-0.005925997501602379,0.0015473103485608827,0.010679222869275676,0,0,32,33,35
2011-08-12,3,1.0,1.0,0.75,,,-0.01598390873994043,0.032354244255258305,-0.014531229432313763,0,0,31,38,31
2011-08-15,3,1.0,0.75,0.75,,,-0.007768808916984435,0.003419247439621157,0.004803388009670567,0,0,32,34,34
2011-08-16,3,1.0,0.75,0.75,,,-0.02670012235565282,0.015293576352918095,0.0007439628332691295,0,0,30,36,34
2011-08-17,3,1.0,0.75,0.75,,,-0.0020759014822426453,0.005633703274105199,-0.02723582515968892,0,0,34,35,31
2011-08-18,3,1.0,0.75,1.0,,,0.0003145897947442141,-0.03580021282520771,0.006337232103929408,0,0,35,30,35
2011-08-19,3,1.0,1.0,0.5,,,-0.00802103004725407,-0.011472909502645146,-0.18927264441395095,0,0,40,39,21
2011-08-22,3,1.0,0.5,0.75,,,-0.08155483842486476,0.01301175908455451,-0.03131944347684193,0,0,28,39,33
2011-08-23,3,1.0,0.75,1.0,,,-0.005783551444766758,-0.012747674666274843,0.020966424581558857,0,0,32,32,36
2011-08-24,3,1.0,1.0,1.0,,,-0.03296781627258735,-0.04090460143076685,0.011187555970006409,0,0,32,31,37
2011-08-25,3,1.0,1.0,0.75,,,-0.001539763630776132,0.012858915178750608,-0.04946114808461541,0,0,35,36,29
2011-08-26,3,1.0,0.75,0.5,,,0.0063149630129813155,0.003833913702476253,-0.014436466355553476,0,0,34,34,32
